#	POSIX-1thread	POSIX-4threads	POSIX-16threads	Quill-1thread	Quill-4threads	Quill-16threads	POSIX-1thread	POSIX-4threads	POSIX-16threads	Quill-1thread	Quill-4threads	Quill-16threads	POSIX-1thread	POSIX-4threads	POSIX-16threads	Quill-1thread	Quill-4threads	Quill-16threads	
512	200.053	230.601	127.894	382.981	1145.15	2457.18	215.536	716.187	433.042	408.839	1414.7	3159.21	188.374	423.16	244.168	372.123	1122.98	2636.31	
4096	947.059	1098.6	868.203	1909.48	5903.71	12898	1086.33	3589.48	3214.11	2263.52	7094.73	16567	1057.94	1885.73	1246.79	1872.26	5565.86	13032.6	
16384	1637.08	1817.95	1768.58	3822.47	7895.42	14227	1869.11	6527.94	10014	4264.62	11275.8	19508.9	1925.86	3029.81	2577.28	3438.45	8683.64	15160.9	
65536	2472.95	2260.97	2417.79	4521.73	8028.19	11187.4	2506.34	7814	11778.6	5819.18	11554.5	19525.3	2053.65	3526.28	3450.99	4593.98	8529.06	13333.4	
524288	2301.07	2375.05	2695.3	3744.39	7457.9	12866.4	3166.65	7906.4	10733.5	4305.56	9873.65	12707.2	2599.78	3827.61	3788.79	3594.12	8018.15	11390	
1048576	2763.16	2443.13	2749.3	4195.44	7226.94	12968.4	2715.68	6633.72	7473.36	3956.28	9765.55	7929.89	2629.4	3827.9	3808.91	3212.25	7182.23	9193.77	
